Current Hour,Estudantes,Tempo de espera medio
12:00:00,0,0
12:00:01,0,0
12:00:02,0,0
12:00:03,1,0.0
12:00:04,1,0.0
12:00:05,1,1.0
12:00:06,2,1.0
12:00:07,2,1.5
12:00:08,2,2.5
12:00:09,3,2.3333333333333335
12:00:10,3,3.0
12:00:11,3,4.0
12:00:12,4,3.75
12:00:13,4,4.5
12:00:14,4,5.5
12:00:15,5,5.2
12:00:16,6,5.0
12:00:17,6,5.833333333333333
12:00:18,7,5.857142857142857
12:00:19,7,6.714285714285714
12:00:20,8,6.75
12:00:21,8,7.625
12:00:22,8,8.625
12:00:23,8,9.625
12:00:24,8,10.625
12:00:25,9,10.333333333333334
12:00:26,10,10.1
12:00:27,10,11.0
12:00:28,11,10.909090909090908
12:00:29,11,11.818181818181818
12:00:30,12,11.75
12:00:31,13,11.692307692307692
12:00:32,13,12.615384615384615
12:00:33,13,13.615384615384615
12:00:34,14,13.571428571428571
12:00:35,14,14.5
12:00:36,15,14.466666666666667
12:00:37,16,14.4375
12:00:38,16,15.375
12:00:39,16,16.375
12:00:40,17,16.352941176470587
12:00:41,17,17.294117647058822
12:00:42,18,17.27777777777778
12:00:43,18,18.22222222222222
12:00:44,18,19.22222222222222
12:00:45,18,20.22222222222222
12:00:46,20,19.1
12:00:47,20,20.0
12:00:48,20,21.0
12:00:49,20,22.0
12:00:50,21,21.904761904761905
12:00:51,21,22.857142857142858
12:00:52,23,21.782608695652176
12:00:53,23,22.695652173913043
12:00:54,23,23.695652173913043
12:00:55,23,24.695652173913043
12:00:56,24,24.625
12:00:57,24,25.583333333333332
12:00:58,24,26.583333333333332
12:00:59,25,26.48
12:01:00,25,27.44
12:01:01,26,27.346153846153847
12:01:02,28,26.285714285714285
12:01:03,28,27.214285714285715
12:01:04,29,27.24137931034483
12:01:05,30,27.266666666666666
12:01:06,31,27.322580645161292
12:01:07,31,28.29032258064516
12:01:08,32,28.375
12:01:09,33,28.454545454545453
12:01:10,34,28.558823529411764
12:01:11,35,28.685714285714287
12:01:12,36,28.833333333333332
12:01:13,37,29.0
12:01:14,37,29.972972972972972
12:01:15,38,30.157894736842106
12:01:16,40,29.575
12:01:17,40,30.525
12:01:18,40,31.525
12:01:19,41,31.73170731707317
12:01:20,42,31.928571428571427
12:01:21,43,32.13953488372093
12:01:22,44,32.36363636363637
12:01:23,46,31.891304347826086
12:01:24,46,32.84782608695652
12:01:25,47,33.12765957446808
12:01:26,47,34.1063829787234
12:01:27,49,33.673469387755105
12:01:28,49,34.63265306122449
12:01:29,50,34.92
12:01:30,50,35.9
12:01:31,50,36.9
12:01:32,52,36.44230769230769
12:01:33,53,36.698113207547166
12:01:34,54,36.98148148148148
12:01:35,54,37.96296296296296
12:01:36,55,38.25454545454546
12:01:37,57,37.85964912280702
12:01:38,57,38.824561403508774
12:01:39,58,39.13793103448276
12:01:40,59,39.440677966101696
12:01:41,60,39.75
12:01:42,60,40.733333333333334
12:01:43,61,41.049180327868854
12:01:44,63,40.698412698412696
12:01:45,63,41.666666666666664
12:01:46,63,42.666666666666664
12:01:47,66,41.68181818181818
12:01:48,66,42.63636363636363
12:01:49,66,43.63636363636363
12:01:50,69,42.69565217391305
12:01:51,69,43.65217391304348
12:01:52,69,44.65217391304348
12:01:53,70,45.0
12:01:54,71,45.33802816901409
12:01:55,71,46.32394366197183
12:01:56,71,47.32394366197183
12:01:57,73,47.0
12:01:58,73,47.97260273972603
12:01:59,73,48.97260273972603
12:02:00,75,48.626666666666665
12:02:01,75,49.586666666666666
12:02:02,75,50.57333333333333
12:02:03,76,50.88157894736842
12:02:04,77,51.18181818181818
12:02:05,78,51.47435897435897
12:02:06,78,52.43589743589744
12:02:07,78,53.41025641025641
12:02:08,79,53.68354430379747
12:02:09,80,53.95
12:02:10,81,54.22222222222222
12:02:11,81,55.17283950617284
12:02:12,83,54.7710843373494
12:02:13,83,55.69879518072289
12:02:14,84,55.976190476190474
12:02:15,85,56.247058823529414
12:02:16,86,56.51162790697674
12:02:17,86,57.44186046511628
12:02:18,89,56.41573033707865
12:02:19,90,56.68888888888889
12:02:20,90,57.62222222222222
12:02:21,92,57.29347826086956
12:02:22,93,57.59139784946237
12:02:23,94,57.90425531914894
12:02:24,94,58.840425531914896
12:02:25,95,59.1578947368421
12:02:26,96,59.46875
